CCTV,#genre#
东方卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
四川卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
安徽卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
山东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
浙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
海南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
湖北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
东南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
辽宁卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
甘肃卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
青海卫视,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
新疆卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
兵团卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
延边卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
大湾区卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8
安多卫视,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
三沙卫视,http://221.4.143.70:8114/GD.m3u8?Authinfo=F8UQ
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
青海卫视,http://stream.qhbtv.com/qhws/playlist.m3u8
亚洲卫视,http://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true
凤凰中文,http://play-flive.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯,http://play-flive.ifeng.com/live/06OLEEWQKN4.m3u8
CETV1,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV2,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV4,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
五星体育,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000007/index.m3u8?IAS
CGTN英语,http://live.cgtn.com/1000/prog_index.m3u8
纪实人文,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
纪实科教,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
卡酷少儿,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
哒啵赛事,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
优漫卡通,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
海外剧场,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
中国功夫,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
军旅剧场,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
惊悚悬疑,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
潮妈辣婆,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
精品体育,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
精品纪录,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
家庭剧场,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
精品大剧,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
军事评论,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
明星大片,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
精品萌宠,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
超级综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
金牌综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8


地方台,#genre#
上海外语频道,http://4eae7f.tv.netsite.cc/proxy/1701776112/1701776112.m3u8
上海第一财经,http://4eae7f.tv.netsite.cc/proxy/1946402424/1946402424.m3u8
上海纪实人文,http://4eae7f.tv.netsite.cc/proxy/1975883896/1975883896.m3u8
上海都市频道,http://4eae7f.tv.netsite.cc/proxy/2116818558/2116818558.m3u8
上海哈哈炫动,http://4eae7f.tv.netsite.cc/proxy/1655047572/1655047572.m3u8
上海点掌财经,http://4eae7f.tv.netsite.cc/proxy/1577752441/1577752441.m3u8
浙江卫视,http://4eae7f.tv.netsite.cc/proxy/1076829733/1076829733.m3u8
浙江钱江生活,http://4eae7f.tv.netsite.cc/proxy/1237073829/1237073829.m3u8
浙江经济生活,http://4eae7f.tv.netsite.cc/proxy/1957918007/1957918007.m3u8
浙江民生休闲,http://4eae7f.tv.netsite.cc/proxy/184155918/184155918.m3u8
浙江教育科技频道,http://4eae7f.tv.netsite.cc/proxy/1253636999/1253636999.m3u8
浙江新闻,http://4eae7f.tv.netsite.cc/proxy/249206805/249206805.m3u8
维吾尔语新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/1972456959/1972456959.m3u8
哈萨克语新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/1017241472/1017241472.m3u8
汉语综艺频道,http://4eae7f.tv.netsite.cc/proxy/261541641/261541641.m3u8
维吾尔语影视频道,http://4eae7f.tv.netsite.cc/proxy/132921121/132921121.m3u8
汉语经济生活频道,http://4eae7f.tv.netsite.cc/proxy/43123930/43123930.m3u8
哈萨克语综艺频道,http://4eae7f.tv.netsite.cc/proxy/1914541671/1914541671.m3u8
维吾尔语经济生活频道,http://4eae7f.tv.netsite.cc/proxy/657274245/657274245.m3u8
汉语体育健康频道,http://4eae7f.tv.netsite.cc/proxy/161007620/161007620.m3u8
汉语信息服务频道,http://4eae7f.tv.netsite.cc/proxy/741753645/741753645.m3u8
新疆少儿频道,http://4eae7f.tv.netsite.cc/proxy/2128293013/2128293013.m3u8
内蒙古卫视,http://4eae7f.tv.netsite.cc/proxy/1149350272/1149350272.m3u8
内蒙古新闻综合,http://4eae7f.tv.netsite.cc/proxy/862381212/862381212.m3u8
内蒙古经济生活,http://4eae7f.tv.netsite.cc/proxy/1043888416/1043888416.m3u8
内蒙古少儿频道,http://4eae7f.tv.netsite.cc/proxy/772314677/772314677.m3u8
内蒙古文化娱乐,http://4eae7f.tv.netsite.cc/proxy/844409203/844409203.m3u8
内蒙古农牧频道,http://4eae7f.tv.netsite.cc/proxy/700721138/700721138.m3u8
内蒙古蒙古语文化,http://4eae7f.tv.netsite.cc/proxy/818789140/818789140.m3u8
贵州卫视,http://4eae7f.tv.netsite.cc/proxy/1494390345/1494390345.m3u8
贵州公共频道,http://4eae7f.tv.netsite.cc/proxy/730375068/730375068.m3u8
贵州影视文艺,http://4eae7f.tv.netsite.cc/proxy/277498502/277498502.m3u8
贵州大众生活,http://4eae7f.tv.netsite.cc/proxy/1102719883/1102719883.m3u8
贵州生态乡村,http://4eae7f.tv.netsite.cc/proxy/2087588014/2087588014.m3u8
贵州科教健康,http://4eae7f.tv.netsite.cc/proxy/1162947109/1162947109.m3u8
贵州移动电视频道,http://4eae7f.tv.netsite.cc/proxy/1401142653/1401142653.m3u8
重庆卫视,http://4eae7f.tv.netsite.cc/proxy/1555601247/1555601247.m3u8
重庆新闻,http://4eae7f.tv.netsite.cc/proxy/1555453135/1555453135.m3u8
陕西卫视,http://4eae7f.tv.netsite.cc/proxy/917851306/917851306.m3u8
陕西农林,http://4eae7f.tv.netsite.cc/proxy/1359389546/1359389546.m3u8
陕西新闻资讯,http://4eae7f.tv.netsite.cc/proxy/1595881474/1595881474.m3u8
陕西都市青春,http://4eae7f.tv.netsite.cc/proxy/391844543/391844543.m3u8
陕西生活频道,http://4eae7f.tv.netsite.cc/proxy/286895848/286895848.m3u8
陕西公共频道,http://4eae7f.tv.netsite.cc/proxy/1782806707/1782806707.m3u8
陕西购物,http://4eae7f.tv.netsite.cc/proxy/1183146985/1183146985.m3u8
陕西体育休闲,http://4eae7f.tv.netsite.cc/proxy/742107634/742107634.m3u8
福建综合频道,http://4eae7f.tv.netsite.cc/proxy/269896449/269896449.m3u8
福建东南卫视,http://4eae7f.tv.netsite.cc/proxy/1989099435/1989099435.m3u8
福建公共频道,http://4eae7f.tv.netsite.cc/proxy/639164858/639164858.m3u8
福建新闻频道,http://4eae7f.tv.netsite.cc/proxy/199601741/199601741.m3u8
福建电视剧,http://4eae7f.tv.netsite.cc/proxy/1180178372/1180178372.m3u8
福建旅游频道,http://4eae7f.tv.netsite.cc/proxy/1739179131/1739179131.m3u8
福建经视频道,http://4eae7f.tv.netsite.cc/proxy/561753807/561753807.m3u8
福建体育频道,http://4eae7f.tv.netsite.cc/proxy/1771344389/1771344389.m3u8
福建少儿频道,http://4eae7f.tv.netsite.cc/proxy/253585251/253585251.m3u8
福建海峡卫视,http://4eae7f.tv.netsite.cc/proxy/1400186150/1400186150.m3u8
吉林延边卫视,http://4eae7f.tv.netsite.cc/proxy/454807708/454807708.m3u8
吉林延边汉语综合,http://4eae7f.tv.netsite.cc/proxy/461796199/461796199.m3u8
吉林延边朝鲜语综合,http://4eae7f.tv.netsite.cc/proxy/127471106/127471106.m3u8
河北卫视,http://4eae7f.tv.netsite.cc/proxy/1385861493/1385861493.m3u8
河北经济生活,http://4eae7f.tv.netsite.cc/proxy/839342764/839342764.m3u8
河北农民频道,http://4eae7f.tv.netsite.cc/proxy/1382120425/1382120425.m3u8
河北都市,http://4eae7f.tv.netsite.cc/proxy/1382613512/1382613512.m3u8
河北影视剧,http://4eae7f.tv.netsite.cc/proxy/105462334/105462334.m3u8
河北少儿科教,http://4eae7f.tv.netsite.cc/proxy/177438581/177438581.m3u8
河北公共,http://4eae7f.tv.netsite.cc/proxy/1380350629/1380350629.m3u8
河北三佳购物,http://4eae7f.tv.netsite.cc/proxy/1490274429/1490274429.m3u8
甘肃卫视,http://4eae7f.tv.netsite.cc/proxy/1209404373/1209404373.m3u8
甘肃经济频道,http://4eae7f.tv.netsite.cc/proxy/1373372389/1373372389.m3u8
甘肃文化影视,http://4eae7f.tv.netsite.cc/proxy/1573084994/1573084994.m3u8
甘肃公共应急,http://4eae7f.tv.netsite.cc/proxy/1726841360/1726841360.m3u8
甘肃少儿频道,http://4eae7f.tv.netsite.cc/proxy/1645236406/1645236406.m3u8
甘肃都市频道,http://4eae7f.tv.netsite.cc/proxy/1238488351/1238488351.m3u8
河南都市频道,http://4eae7f.tv.netsite.cc/proxy/1492902938/1492902938.m3u8
河南民生频道,http://4eae7f.tv.netsite.cc/proxy/1346087362/1346087362.m3u8
河南法制频道,http://4eae7f.tv.netsite.cc/proxy/1472420660/1472420660.m3u8
河南电视剧频道,http://4eae7f.tv.netsite.cc/proxy/493614280/493614280.m3u8
河南新闻频道,http://4eae7f.tv.netsite.cc/proxy/1692770748/1692770748.m3u8
河南欢腾购物频道,http://4eae7f.tv.netsite.cc/proxy/933026680/933026680.m3u8
河南公共频道,http://4eae7f.tv.netsite.cc/proxy/1779518772/1779518772.m3u8
河南乡村频道,http://4eae7f.tv.netsite.cc/proxy/1890775902/1890775902.m3u8
河南武术世界,http://4eae7f.tv.netsite.cc/proxy/503866921/503866921.m3u8
河南晴彩中原频道,http://4eae7f.tv.netsite.cc/proxy/437233355/437233355.m3u8
河南梨园频道,http://4eae7f.tv.netsite.cc/proxy/1836590379/1836590379.m3u8
河南移动戏曲频道,http://4eae7f.tv.netsite.cc/proxy/606632094/606632094.m3u8
河南文物宝库频道,http://4eae7f.tv.netsite.cc/proxy/908742171/908742171.m3u8
河南洛阳新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/95478034/95478034.m3u8
湖南经视,http://4eae7f.tv.netsite.cc/proxy/1075467511/1075467511.m3u8
湖南娱乐,http://4eae7f.tv.netsite.cc/proxy/884645401/884645401.m3u8
湖南都市,http://4eae7f.tv.netsite.cc/proxy/1116439121/1116439121.m3u8
电视剧,http://4eae7f.tv.netsite.cc/proxy/649200103/649200103.m3u8
金鹰纪实,http://4eae7f.tv.netsite.cc/proxy/46690299/46690299.m3u8
湖南爱晚,http://4eae7f.tv.netsite.cc/proxy/1916495164/1916495164.m3u8
金鹰卡通,http://4eae7f.tv.netsite.cc/proxy/1947104640/1947104640.m3u8
国际频道,http://4eae7f.tv.netsite.cc/proxy/1627651873/1627651873.m3u8
茶频道,http://4eae7f.tv.netsite.cc/proxy/1322311734/1322311734.m3u8
快乐垂钓,http://4eae7f.tv.netsite.cc/proxy/316113716/316113716.m3u8
先锋乒羽,http://4eae7f.tv.netsite.cc/proxy/1789306185/1789306185.m3u8
长沙新闻综合,http://4eae7f.tv.netsite.cc/proxy/1524274658/1524274658.m3u8
长沙政法频道,http://4eae7f.tv.netsite.cc/proxy/298063278/298063278.m3u8
长沙女性频道,http://4eae7f.tv.netsite.cc/proxy/1812024686/1812024686.m3u8
常德新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/1299968106/1299968106.m3u8
无锡新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/1808503557/1808503557.m3u8
无锡都市资讯频道,http://4eae7f.tv.netsite.cc/proxy/1260824748/1260824748.m3u8
无锡娱乐频道,http://4eae7f.tv.netsite.cc/proxy/461270403/461270403.m3u8
无锡经济频道,http://4eae7f.tv.netsite.cc/proxy/326472624/326472624.m3u8
无锡生活频道,http://4eae7f.tv.netsite.cc/proxy/995802232/995802232.m3u8
常州新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/1762429386/1762429386.m3u8
常州生活频道,http://4eae7f.tv.netsite.cc/proxy/692207623/692207623.m3u8
常州公共频道,http://4eae7f.tv.netsite.cc/proxy/1874518057/1874518057.m3u8
连云港新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/1249456251/1249456251.m3u8
连云港公共频道,http://4eae7f.tv.netsite.cc/proxy/1479045862/1479045862.m3u8
连云港公共频道,http://4eae7f.tv.netsite.cc/proxy/1479045862/1479045862.m3u8
沛县新闻综合,http://4eae7f.tv.netsite.cc/proxy/2058383266/2058383266.m3u8
睢宁综合频道,http://4eae7f.tv.netsite.cc/proxy/791997735/791997735.m3u8
睢宁生活教育频道,http://4eae7f.tv.netsite.cc/proxy/932971465/932971465.m3u8
睢宁三农频道,http://4eae7f.tv.netsite.cc/proxy/1048559039/1048559039.m3u8
睢宁资讯频道,http://4eae7f.tv.netsite.cc/proxy/1315038794/1315038794.m3u8
海安新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/1714707715/1714707715.m3u8
泗洪新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/39753847/39753847.m3u8
沭阳综合频道,http://4eae7f.tv.netsite.cc/proxy/1424907816/1424907816.m3u8
泗阳综合频道,http://4eae7f.tv.netsite.cc/proxy/642523244/642523244.m3u8
泗阳综合频道,http://4eae7f.tv.netsite.cc/proxy/642523244/642523244.m3u8
泗阳资讯频道,http://4eae7f.tv.netsite.cc/proxy/1545407523/1545407523.m3u8
涟水电视台综合频道,http://4eae7f.tv.netsite.cc/proxy/1977735434/1977735434.m3u8
高邮一套新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/145384285/145384285.m3u8
镇江新闻综合频道,http://4eae7f.tv.netsite.cc/proxy/1052067340/1052067340.m3u8
镇江二套社会民生频道,http://4eae7f.tv.netsite.cc/proxy/1259661680/1259661680.m3u8
四川观察,http://4eae7f.tv.netsite.cc/proxy/2061240764/2061240764.m3u8


港澳台,#genre#
东森超视,rtmp://f13h.mine.nu/sat/tv331
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
华视,rtmp://f13h.mine.nu/sat/tv111
民视,rtmp://f13h.mine.nu/sat/tv051
纬来精采,http://61.221.215.25:8800/hls/48/index.m3u8
纬来日本,rtmp://f13h.mine.nu/sat/tv771
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来体育,rtmp://f13h.mine.nu/sat/tv771
三立戏剧台,http://61.221.215.25:8800/hls/41/index.m3u8
台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu/sat/tv091

数字电视,#genre#
NewTV爱情喜剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTV超级综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTV超级电视剧,http://[2409:8087:1a0a:df::402a]/wh7f454c46tw1840265920_1021568913/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8?icpid=88888888&RTS=1713337309&from=4&hms_devid=991&online=1713337309&vqe=3
NewTV超级电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTV超级体育,http://[2409:8087:1a0a:df::4016]/wh7f454c46tw2798497282_1170252542/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8?icpid=88888888&RTS=1713110634&from=4&hms_devid=992&online=1713110634&vqe=3
NewTV潮妈辣婆,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
NewTV东北热剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTV哒啵赛事,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
NewTV古装剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
NewTV欢乐剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTV海外剧场,http://[2409:8087:1a0b:df::4005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NewTV家庭剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
NewTV金牌综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTV惊悚悬疑,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NewTV精品大剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
NewTV精品纪录,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
NewTV精品萌宠,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
NewTV精品体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
NewTV军旅剧场,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTV军事评论,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
NewTV明星大片,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NewTV农业致富,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
NewTV热播精选,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NewTV炫舞未来,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
NewTV怡伴健康,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
